KMC 1+1 simulation started

Simulation parameters:
=====================================================
       substrate_lattice_constant [A] = 2.71500
          adatom_lattice_constant [A] = 2.83000
             vertical_lat_spacing [A] = 2.86833
      spring_const_neighbors [eV/A/A] = 2.15025
 spring_const_next_neighbors [eV/A/A] = 1.07513
                     misfit_coeff [A] = 0.04236
                              D [1/s] = 5.19588e+12
                               E [eV] = 0.53000
                     bond_energy [eV] = 0.40000
                               grid_x = 500
                               grid_y = 80
                     substrate_height = 16
           local_relaxation_range_min = 10
           local_relaxation_range_max = 10
                     time_fluence [s] = 8.000
                  simulation_time [s] = 2.000
                      diffusion_range = 8
              deposition_speed [ML/s] = 0.080
                      temperature [K] = 600
=====================================================

           iter       sim_time      new_atoms         pr_acc   real_time[s]        duv_max
         418000       1.330580           1293         0.9964          400.5          0.901
         419000       1.334061           1299         0.9964          401.5          0.914
         420000       1.338083           1301         0.9964          402.5          0.902
         421000       1.341665           1303         0.9964          403.5          0.876
         422000       1.345684           1307         0.9964          404.5          0.898
         423000       1.348497           1310         0.9964          405.5          0.867
         424000       1.351660           1313         0.9963          406.5          0.895
         425000       1.353508           1313         0.9963          407.5          0.863
         426000       1.356858           1313         0.9963          408.5          0.828
         427000       1.360389           1315         0.9963          409.5          0.854
         428000       1.363690           1317         0.9963          410.5          0.793
         429000       1.366736           1320         0.9963          411.5          0.841
         430000       1.369695           1324         0.9963          412.5          0.907
         431000       1.371812           1324         0.9963          413.5          0.868
         432000       1.375139           1325         0.9963          414.5          0.849
         433000       1.378262           1328         0.9963          415.5          0.786
         434000       1.381418           1331         0.9963          416.5          0.826
         435000       1.384080           1333         0.9963          417.5          0.906
         436000       1.387477           1338         0.9963          418.4          0.886
         437000       1.391132           1341         0.9963          419.4          0.901
         438000       1.394072           1345         0.9963          420.4          0.916
         439000       1.398053           1351         0.9963          421.4          0.889
         440000       1.400622           1352         0.9963          422.4          0.930
         441000       1.403354           1354         0.9963          423.4          0.932
         442000       1.406869           1355         0.9963          424.4          0.942
         443000       1.410438           1359         0.9963          425.4          0.847
         444000       1.413397           1363         0.9963          426.4          0.844
         445000       1.416234           1366         0.9963          427.3          0.892
         446000       1.419700           1371         0.9963          428.3          0.847
         447000       1.423448           1375         0.9962          429.2          0.849
         448000       1.427393           1381         0.9962          430.2          0.866
         449000       1.430284           1382         0.9962          431.2          0.852
         450000       1.432703           1385         0.9962          432.1          0.931
         451000       1.435523           1388         0.9962          433.1          0.901
         452000       1.438398           1393         0.9962          434.1          0.904
         453000       1.441430           1397         0.9962          435.1          0.938
         454000       1.444434           1402         0.9962          436.1          0.837
         455000       1.446808           1405         0.9962          437.1          0.774
         456000       1.449553           1410         0.9962          438.0          0.887
         457000       1.452561           1414         0.9962          439.0          0.893
         458000       1.456164           1418         0.9962          440.0          0.918
         459000       1.459435           1420         0.9962          441.0          0.935
         460000       1.462756           1424         0.9962          442.0          0.955
         461000       1.465169           1427         0.9962          443.0          0.924
         462000       1.468403           1433         0.9962          444.0          0.827
         463000       1.471265           1437         0.9962          445.0          0.758
         464000       1.474834           1438         0.9961          446.0          0.796
         465000       1.477978           1444         0.9961          447.0          0.805
         466000       1.480916           1450         0.9961          448.0          0.814
         467000       1.483755           1452         0.9961          449.0          0.901
         468000       1.487214           1455         0.9961          450.0          0.952
         469000       1.491177           1456         0.9961          451.0          0.890
         470000       1.494330           1460         0.9961          452.0          0.890
         471000       1.498041           1465         0.9961          453.0          0.928
         472000       1.501897           1467         0.9961          453.9          0.851
         473000       1.504328           1468         0.9961          454.9          0.898
         474000       1.506893           1472         0.9961          455.9          0.890
         475000       1.509818           1473         0.9961          456.8          0.861
         476000       1.512870           1476         0.9961          457.8          0.869
         477000       1.516350           1478         0.9961          458.8          0.825
         478000       1.520000           1480         0.9960          459.8          0.867
         479000       1.522694           1482         0.9960          460.8          0.875
         480000       1.527086           1487         0.9960          461.8          0.819
         481000       1.529280           1490         0.9960          462.8          0.788
         482000       1.531989           1495         0.9960          463.8          0.750
         483000       1.535432           1498         0.9960          464.9          0.780
         484000       1.538420           1502         0.9960          465.9          0.778
         485000       1.541885           1506         0.9960          466.8          0.898
         486000       1.545372           1506         0.9960          467.8          0.904
         487000       1.548132           1508         0.9960          468.9          0.901
         488000       1.551987           1513         0.9960          469.8          0.796
         489000       1.554596           1514         0.9960          470.8          0.739
         490000       1.558482           1518         0.9960          471.8          0.895
         491000       1.561727           1521         0.9960          472.8          0.901
         492000       1.564618           1525         0.9960          473.8          0.921
         493000       1.567678           1526         0.9960          474.8          0.864
         494000       1.570558           1527         0.9960          475.7          0.920
         495000       1.574395           1529         0.9960          476.7          0.931
